Timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
21900.09724,189837.125,181038.953125,197923.09375,199242.46875,206319.9375,196168.484375,203770.5,191566.265625
21900.0998017,190371.15625,182065.0625,198248.09375,202333.453125,213557.15625,196746.234375,204793.125,191462.546875
21900.1022388,183725.265625,174473.796875,194002.421875,189931.984375,192657.203125,190689.984375,195985.5625,183557.984375
21900.1049541,179782.421875,169576.4375,191506.984375,180489.09375,174746.296875,186916.734375,190391.359375,179569.984375
21900.1049618,183345.921875,173404.3125,193789.984375,185932.09375,182748.859375,190125.109375,194945.046875,184245.265625
21900.1049641,189842.578125,181051.46875,197924.609375,199280.390625,206386.90625,196180.640625,203791.140625,191581.453125
21900.1073386,190347.546875,182041.640625,198230.296875,202309.140625,213510.3125,196730.3125,204771.40625,191442.34375
21900.107346,183700.140625,174444.28125,193983.46875,189883.53125,192579.78125,190667.90625,195953.46875,183534.46875
21900.1073483,179776.703125,169566.25,191501.53125,180472.015625,174730.921875,186910.390625,190382.15625,179569.09375
21900.1097956,183364.59375,173418.15625,193797.328125,185958.828125,182797.765625,190139.6875,194963.640625,184267.4375
21900.1122405,189862.34375,181065.953125,197930.078125,199311.234375,206438.9375,196193.515625,203809.5625,191595.40625
21900.1148406,190336.28125,182017.78125,198215.375,202287.5,213471.6875,196709.9375,204748.96875,191416.0625
21900.114851,183677.078125,174409.6875,193965.140625,189833.90625,192480.265625,190639.734375,195916.984375,183502.46875
21900.1172466,179783.40625,169572.765625,191508.6875,180472.546875,174703.75,186911.015625,190384.390625,179571.59375
21900.1198055,183387.671875,173445.96875,193814.21875,186000.765625,182850.78125,190158.09375,194988.9375,184287.546875
21900.1223286,189873.96875,181085.078125,197943.125,199345.03125,206504.296875,196205.046875,203823.15625,191606.859375
21900.1223368,190324.21875,182011.96875,198213.84375,202272.921875,213465.703125,196706.453125,204734.5625,191407.65625
21900.1248422,183658.03125,174391.53125,193954.765625,189795.5625,192409.28125,190624.0,195889.625,183482.4375
21900.12485,179774.546875,169561.140625,191497.953125,180462.359375,174661.09375,186903.859375,190378.484375,179570.171875
21900.1372831,183398.84375,173458.3125,193816.359375,186035.015625,182897.984375,190170.078125,195014.859375,184313.03125
21900.1372904,189888.453125,181100.1875,197946.078125,199382.046875,206580.203125,196219.09375,203850.59375,191630.8125
21900.1439509,190315.09375,181995.953125,198200.609375,202253.609375,213444.328125,196695.71875,204724.28125,191396.5625
21900.1439588,183645.609375,174372.578125,193942.34375,189759.4375,192332.203125,190610.234375,195870.40625,183467.421875
21900.1439612,179782.0625,169568.65625,191505.828125,180466.03125,174640.171875,186909.140625,190384.390625,179577.59375
21900.1498037,183422.0,173487.453125,193839.171875,186073.453125,182949.75,190192.609375,195042.140625,184335.65625
21900.1622907,189903.5625,181125.140625,197967.359375,199413.6875,206640.90625,196237.421875,203869.828125,191644.40625
21900.1622989,190300.609375,181983.796875,198201.6875,202234.03125,213419.46875,196691.6875,204710.34375,191381.359375
21900.1663329,183621.90625,174343.25,193934.296875,189712.5,192250.140625,190594.9375,195844.109375,183442.296875
21900.1663411,179790.375,169572.671875,191512.078125,180465.578125,174635.625,186919.875,190391.625,179585.546875
21900.1663435,183446.5,173511.328125,193852.046875,186112.703125,183023.328125,190218.625,195073.875,184362.65625
21900.1772686,189926.0,181143.546875,197975.125,199445.609375,206702.234375,196259.328125,203896.5625,191661.390625
21900.188958,190300.4375,181980.578125,198198.828125,202218.296875,213394.265625,196684.1875,204701.484375,191368.3125
21900.1889667,183615.828125,174328.953125,193924.1875,189676.109375,192192.921875,190576.171875,195819.265625,183420.21875
21900.1889695,179799.40625,169575.1875,191511.0,180456.90625,174637.578125,186917.453125,190391.28125,179585.546875
21900.1948598,183465.546875,173533.671875,193861.515625,186146.046875,183098.890625,190236.421875,195102.03125,184385.0
21900.1948712,189929.671875,181154.453125,197976.828125,199470.734375,206755.875,196263.34375,203910.859375,191670.328125
21900.2048663,190271.640625,181953.9375,198178.890625,202183.96875,213340.703125,196663.625,204675.296875,191343.8125
21900.2048742,183580.15625,174296.046875,193906.578125,189622.109375,192113.796875,190554.703125,195785.734375,183395.984375
21900.2113015,179792.875,169572.59375,191512.890625,180448.59375,174645.0,186920.671875,190390.640625,179591.53125
21900.2113087,183485.484375,173555.21875,193875.28125,186174.125,183165.578125,190253.234375,195125.109375,184407.984375
21900.2222861,189949.6875,181178.78125,197992.03125,199501.046875,206811.578125,196275.6875,203932.234375,191688.484375
21900.2222938,190267.71875,181952.5,198180.234375,202169.65625,213311.296875,196654.5,204663.125,191334.78125
21900.2313687,183568.453125,174283.71875,193898.703125,189585.53125,192048.34375,190540.5,195762.21875,183381.140625
21900.2313853,179797.625,169581.625,191514.140625,180448.859375,174644.375,186921.296875,190391.71875,179598.421875
21900.2313895,183501.390625,173583.125,193888.703125,186215.875,183233.171875,190269.6875,195150.59375,184436.328125
21900.233845,189958.453125,181199.34375,198001.859375,199534.21875,206864.875,196287.390625,203949.03125,191706.8125
21900.2338529,190250.546875,181943.03125,198172.453125,202158.65625,213289.390625,196647.96875,204653.5625,191325.125
21900.2438361,183548.421875,174268.6875,193891.5625,189555.59375,191984.953125,190527.4375,195742.375,183360.671875
21900.2472821,179793.0625,169580.09375,191516.640625,180445.734375,174620.953125,186922.109375,190389.84375,179597.96875
21900.2472893,183519.8125,173601.453125,193901.03125,186249.140625,183277.515625,190290.609375,195175.53125,184453.671875
21900.2698572,189970.53125,181211.765625,198009.28125,199558.53125,206920.84375,196295.625,203962.0,191714.3125
21900.2698656,190237.859375,181925.328125,198160.5625,202129.15625,213263.28125,196628.75,204626.296875,191301.34375
21900.2723368,183523.03125,174234.890625,193869.03125,189512.046875,191909.671875,190502.5,195706.875,183332.5
21900.2723401,179785.015625,169569.640625,191506.453125,180437.859375,174588.40625,186914.6875,190379.65625,179591.0
21900.2723424,183526.0625,173612.359375,193900.859375,186268.71875,183305.40625,190291.859375,195177.9375,184462.34375
21900.2863029,189976.515625,181222.765625,198006.0625,199577.03125,206968.21875,196300.71875,203964.0625,191723.53125
21900.2863116,190227.484375,181916.65625,198148.765625,202108.859375,213248.4375,196618.109375,204605.015625,191291.0625
21900.2887986,183509.078125,174220.6875,193857.140625,189473.421875,191841.28125,190485.328125,195678.53125,183318.90625
21900.291272,179786.09375,169571.609375,191504.65625,180432.953125,174567.9375,186910.921875,190374.203125,179593.328125
21900.2912764,183542.703125,173632.109375,193908.90625,186301.359375,183360.671875,190303.5625,195196.1875,184479.78125
21900.2937973,189982.78125,181233.140625,198011.078125,199596.53125,207016.765625,196304.65625,203971.65625,191728.71875
21900.3038712,190214.15625,181905.125,198145.90625,202088.203125,213222.78125,196605.859375,204589.28125,191276.140625
21900.3038788,183483.59375,174194.21875,193845.15625,189428.265625,191772.25,190465.390625,195651.796875,183295.3125
21900.3062854,179779.65625,169565.4375,191503.859375,180419.09375,174552.65625,186910.84375,190373.75,179598.328125
21900.3062932,183564.328125,173654.375,193928.03125,186336.578125,183426.46875,190329.9375,195231.234375,184515.453125
21900.3138073,190008.078125,181258.890625,198031.453125,199638.28125,207085.078125,196333.359375,204008.859375,191758.671875
21900.3288565,190207.625,181890.28125,198138.484375,202069.171875,213181.46875,196605.421875,204584.90625,191268.890625
21900.3288646,183482.96875,174178.390625,193836.21875,189392.953125,191704.390625,190454.125,195633.734375,183282.34375
21900.3312788,179804.59375,169580.09375,191512.703125,180425.171875,174566.234375,186919.421875,190386.984375,179609.59375
21900.3312862,183588.828125,173676.109375,193938.046875,186364.921875,183483.15625,190343.359375,195255.734375,184531.359375
21900.3337969,190016.84375,181262.203125,198030.46875,199653.21875,207109.671875,196331.828125,204019.3125,191758.671875
21900.3372389,190198.0625,181874.28125,198127.84375,202045.5625,213134.078125,196585.75,204569.25,191246.8125
21900.3573154,183468.3125,174158.8125,193824.140625,189353.171875,191634.296875,190439.375,195615.59375,183261.515625
21900.3573235,179808.890625,169578.671875,191512.609375,180423.203125,174566.859375,186924.875,190393.6875,179615.40625
21900.362288,183618.96875,173706.046875,193956.640625,186408.015625,183560.3125,190368.921875,195290.59375,184561.40625
21900.3622954,190039.375,181290.0,198049.703125,199688.890625,207168.3125,196352.3125,204047.828125,191784.234375
21900.364807,190198.875,181871.5,198133.375,202035.453125,213110.21875,196582.625,204561.75,191241.984375
21900.3672424,183472.15625,174155.234375,193838.71875,189339.765625,191594.609375,190438.84375,195606.46875,183261.328125
21900.3692441,179839.734375,169610.765625,191548.375,180457.53125,174598.421875,186949.375,190417.921875,179644.734375
21900.3828542,183662.859375,173754.25,193998.046875,186479.625,183658.578125,190406.46875,195336.734375,184604.9375
21900.4138553,190055.8125,181312.359375,198072.765625,199734.84375,207245.03125,196369.296875,204070.453125,191801.9375
21900.413864,190165.4375,181844.5,198121.671875,201998.359375,213058.984375,196557.140625,204529.109375,191213.375
21900.4162438,183423.4375,174108.46875,193803.9375,189280.484375,191490.984375,190400.390625,195561.765625,183221.8125
21900.4188082,179807.8125,169580.28125,191514.40625,180431.78125,174544.15625,186924.875,190395.125,179623.90625
21900.4212485,183629.328125,173722.765625,193954.953125,186466.671875,183649.71875,190384.65625,195320.375,184587.953125
21900.4238131,190016.484375,181272.921875,198023.859375,199701.3125,207228.3125,196334.25,204038.796875,191769.484375
21900.4288062,190117.234375,181793.1875,198075.359375,201933.0,212977.984375,196510.734375,204475.90625,191163.296875
21900.4312808,183406.265625,174086.03125,193782.75,189237.125,191405.234375,190380.546875,195532.265625,183196.609375
